epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.5684692133204112,0.7081933837316874,0.7480948719695569,0.537596975531612,0.013927763052902383,0.005015468610752724,0.011381592821029771
2,0.5384517512296769,0.7172500291882121,0.7530584239262669,0.5233312497607387,0.012741359655257951,0.0005077987513777691,0.000773818306587517
3,0.5344074389172833,0.7214341353221032,0.753564511576755,0.5195415618568113,0.012899466843339445,0.000348417923225545,0.0005294101868368036
4,0.5321838201028202,0.7243250717626574,0.7539732746790723,0.5173645524680411,0.013027888023019454,0.00027696174727286386,0.0004279862033122073
5,0.5305618574915874,0.7252331656749423,0.7543820377813896,0.5157191104142053,0.013151719712608836,0.0002367445675478672,0.0003618087286811338
6,0.5294845174038291,0.7266257740565831,0.7545864193325482,0.5146075642801307,0.013249657604206412,0.00020975429569196997,0.0003210675762341851
7,0.5284790751964552,0.7271951465317215,0.7547616035192557,0.5135877492341232,0.013313168819047936,0.0001897893700117555,0.00028899646094614586
8,0.5277778650211014,0.7280618616798101,0.7546156166969995,0.5128561427824183,0.013380370160728848,0.0001739177458229815,0.00026488398228966545
9,0.5270029637708401,0.7285016550446572,0.7543333755073042,0.5120323433707316,0.013454512084974217,0.000161719672400019,0.0002482179162251643
10,0.5264306342413185,0.7292824060373433,0.7552287613504755,0.5114637411191665,0.013476257463386331,0.00015182302087507496,0.0002318197469419486
11,0.5257114976976098,0.7292667926036851,0.7554915376305366,0.5106879385915916,0.013549802931015974,0.00014249318652341072,0.00022069787202424552
12,0.5250990268113133,0.730058116672465,0.7558613709135855,0.509998928426514,0.01363747161113382,0.00013585238148451759,0.00020980689747539667
13,0.5247353893040783,0.7298960471572149,0.7554331429016341,0.5096611482211814,0.013629130652377025,0.0001296826483861518,0.0001997787565289637
14,0.5240673589697975,0.7300725483412878,0.755540199904622,0.5089480142466299,0.013686494091091378,0.00012238678095456031,0.00019252521224643484
15,0.52373330624441,0.730381108420638,0.7555791297238903,0.5085663828987392,0.013741424828381737,0.00011771625072756064,0.0001864085680407984
16,0.522972413667754,0.7306339504308321,0.7552092964408412,0.507788517942576,0.01376858548565232,0.0001131208080489238,0.00017919573786437048
17,0.5224722652334927,0.7305518586611621,0.7554039455371828,0.5071912788664816,0.01386830307678392,0.00010892356343354444,0.00017358128783868314
18,0.5220681059861046,0.7308441168881973,0.7554136779919999,0.5067263357475696,0.013933560058204312,0.00010534707921494315,0.0001678171952735134
19,0.5216939670498981,0.7306028149421636,0.7551898315312071,0.5063150334234506,0.013975976532025968,0.00010182930882905467,0.0001635140635692096
20,0.521310146934386,0.7311156479255266,0.7551898315312071,0.5059299226711285,0.013984498751248412,9.883300388515088e-05,0.0001590413006907841
21,0.5206172520415691,0.7308943529773733,0.7554915376305366,0.5051428388006971,0.014079357444313524,9.54019161840933e-05,0.00015506207866841927
22,0.5203486177786384,0.7309272084043175,0.755793243729866,0.5048369440631602,0.014118846177745977,9.361632047941062e-05,0.00015134730596205905
23,0.5199331369457506,0.7309354768173084,0.7556180595431585,0.5043796913282587,0.014165236952429917,8.99695540499923e-05,0.00014784491195052118
24,0.5196389794879909,0.7310696829876666,0.7553260858986462,0.5040086648746374,0.014241938382734598,8.76064052876234e-05,0.0001446685496405586
25,0.5192414867753805,0.7302307048307054,0.7554915376305366,0.5035434941308939,0.014309208256245586,8.59123260733427e-05,0.0001413267987994417
26,0.5185745130181868,0.7302236455222534,0.75518009907639,0.5028334739313812,0.014353628318583101,8.38748809934425e-05,0.0001389391569322673
27,0.518191982271606,0.7305660430411364,0.7554623402660853,0.5022855407685215,0.014510762318003672,8.230141466675564e-05,0.00013623214444037312
28,0.5178549904284153,0.7302460522564391,0.7556569893624269,0.5019153647526969,0.014546210853469804,8.038402560400937e-05,0.00013328817520514346
29,0.5174934934291388,0.7303014750075383,0.7559781603713904,0.5015346132741898,0.014568525752525565,7.853217640880175e-05,0.00013057711909084634
30,0.5170899557714846,0.7298979104442056,0.7558905682780368,0.5010478961368364,0.014649370332957858,7.70528251358245e-05,0.0001279584213848201
