epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.6136850915424564,0.6939812334297946,0.5147403344816092,0.718045035003712,0.7509075514116925,0.0,0.0,0.0,0.04086172459897473,0.045429415282669444,0.861085349741408,0.13891464742078885,-0.0017678328400161831,0.0,0.0
2,0.6270799318743493,0.7249449498980135,0.5104647053747761,0.7247621479058148,0.7534769194834013,0.0,0.0,0.0,0.03532672530088287,0.01994153210460084,0.8192321763300762,0.18076782187117085,-0.013075200370437207,0.0,0.0
3,0.6622847179674731,0.7379807107447612,0.5103679785923082,0.7252059508475186,0.753194678293706,0.0,0.0,0.0,0.0376563645352708,0.026365684321345735,0.7628557821221472,0.23714421913835684,-0.02548150671387541,0.0,0.0
4,0.6969387006265512,0.7490761832560077,0.5123781494948328,0.7221850860381205,0.7519975863512054,0.0,0.0,0.0,0.03375483551776928,0.016444841901817917,0.7138297421406846,0.2861702592994781,-0.04141177772615269,0.0,0.0
5,0.7249322298894892,0.7626934729210627,0.5175956968142061,0.7148620299899207,0.7501776173004117,0.0,0.0,0.0,0.029134605812632858,0.013377983484467382,0.672494790979781,0.3275052110437925,-0.06335864036295336,0.0,0.0
6,0.7429166871648996,0.7814431086187305,0.5305945429266715,0.7031854719909887,0.7446009206902257,0.0,0.0,0.0,0.027671176769389193,0.006971051257070781,0.6362558456767162,0.3637441579346997,-0.09214330166769094,0.0,0.0
7,0.7752725991560387,0.8073547427861815,0.5538698209791767,0.6889561182046804,0.7377200751345512,0.0,0.0,0.0,0.02212333240173016,-0.013139547629345225,0.5802560551724981,0.419743942337794,-0.08805927650462045,0.0,0.0
8,0.8011433652027901,0.8366350244902849,0.5943064543665671,0.6721388723335902,0.7273744756639967,0.0,0.0,0.0,0.019155310171329855,-0.01391819880367816,0.5244641991794649,0.4755358019529107,-0.08458247540074881,0.0,0.0
9,0.7839280950590737,0.864720015733254,0.6624191184433139,0.65450466095391,0.7091358553367916,0.0,0.0,0.0,0.019277204691347905,-0.010809999127955825,0.49454526425590023,0.5054547376646301,-0.06599234947792472,0.0,0.0
10,0.7303154175145639,0.8993251340929536,0.6788394949874099,0.6562396486279649,0.7223622614332013,0.0,0.0,0.0,0.017773623716805877,-0.009105516645373835,0.4643147294973332,0.5356827380874615,-0.07711409941925751,0.0,2.494152658143731e-06
11,0.6928890220859508,0.9192824267719004,0.7356237258229937,0.6488305569963086,0.7110434164809389,0.0,0.0,0.0,0.019645171152525034,0.006463194755836748,0.4412141987093254,0.5587826979030921,-0.08586550024086631,-0.0009479237165470031,3.099817135665667e-06
12,0.6833676717441934,0.9323265408571644,0.7930211996545597,0.640493575783005,0.6903814149042813,0.0,0.0,0.0,0.01930369334301224,0.02850172644723727,0.41106890921385936,0.5889283850139773,-0.06235932939223936,-0.00277981155998063,2.7343661682748983e-06
