epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.5491789057464798,0.6916144545201197,0.515408843755722,0.7162955971880617,0.7498175164721798,0.0,0.0,0.0,-0.005691437144869436,0.03050505486883359,0.9690903835884729,0.030909619870217026,-0.012355049899229578,0.0,0.0
2,0.5255108826209844,0.7228633577742016,0.5111016521648485,0.7235736988822117,0.7532238756581573,0.0,0.0,0.0,-0.0021499854010020394,0.020426072876467,0.9798100591109902,0.020189942661232953,-0.0418468498751174,0.0,0.0
3,0.5170777381392958,0.7353083118216371,0.510124959507767,0.7250956181494863,0.7530292265618157,0.0,0.0,0.0,-0.0020865313075379556,0.06390688126603629,0.9806477200615551,0.019352278547937658,-0.07337308422843117,0.0,0.0
4,0.5071174491563609,0.7458292994410259,0.5132695357410275,0.7220426360851345,0.7520365161704736,0.0,0.0,0.0,-0.0015840190724620941,0.04417419843985384,0.9858444775893681,0.014155526635539713,-0.11080045755170005,0.0,0.0
5,0.4967856509080205,0.7604218175580244,0.5195167411346825,0.7152359366400848,0.7485230999815083,0.0,0.0,0.0,-0.004625699683301862,0.059789529871526095,0.9856040312435149,0.014395963122680546,-0.11254596903160118,0.0,0.0
6,0.48509704371808104,0.7793177044960586,0.5326854343316993,0.7041432160361045,0.7449804864280918,0.0,0.0,0.0,0.007880473595659562,0.10646285001608441,0.9794630337294707,0.020536963525017674,-0.10902224592768164,0.0,0.0
7,0.47032430165789907,0.8027191553886688,0.5555914135611787,0.6894127809054151,0.7389074346222347,0.0,0.0,0.0,0.040392399400149125,0.0902555710624065,0.9674403139734161,0.032559685164747734,-0.10077759796075274,0.0,0.0
8,0.4495498283230579,0.8302886680053285,0.5965792719198733,0.6721900936373018,0.7283379886908875,0.0,0.0,0.0,0.026484127928061544,0.07647016136117779,0.9524022269181176,0.04759777342537297,-0.09167481108841033,0.0,0.0
9,0.4241252641912569,0.8569093308373045,0.6469615284277468,0.6555826250638351,0.7163184069917955,0.0,0.0,0.0,0.02827316513030263,0.08105264398689954,0.9388516545957248,0.06114834340182681,-0.08617051855242443,0.0,0.0
10,0.38014298430378574,0.8882807494089078,0.6666673555666086,0.6579342809294224,0.7163768017206981,0.0,0.0,0.0,0.02996974127558605,0.09125124143775235,0.9394154753765709,0.060584522313135214,-0.10388313346275123,0.0,0.0
11,0.34576871180472596,0.9093919582933276,0.68851815437784,0.6526027520756241,0.7094959561650235,0.0,0.0,0.0,0.049303883226180845,0.06923422642209431,0.9393272761319018,0.06067271850904152,-0.12018293882338457,0.0,0.0
12,0.31938717271071027,0.9236958124697374,0.7328664490154811,0.6483612803475696,0.7003961109110551,0.0,0.0,0.0,0.038281050327983686,0.09277657341120434,0.93806289905157,0.061937095509319716,-0.13378835800516303,0.0,0.0
13,0.3011338838178259,0.9328875992067569,0.8047270336929633,0.6364203360871212,0.7114521795832562,0.0,0.0,0.0,0.03872280888283204,0.08650784279270146,0.9366727481121278,0.0633272484265905,-0.1443278161073006,0.0,0.0
14,0.2832331204198185,0.9409454316769803,0.9196670967705396,0.6280808329709098,0.7144984379410019,0.0,0.0,0.0,0.043700849011784414,0.08619991077412581,0.9357828304677435,0.06421717075893639,-0.15647537197681094,0.0,0.0
15,0.2640481171212666,0.9489767483937614,1.0122951281313994,0.6239071587811301,0.7095348859842918,0.0,0.0,0.0,0.043708697010728915,0.06791619667490714,0.9349559831454718,0.06504401714692978,-0.1714974199454537,0.0,0.0
16,0.2399856476740516,0.9581108648521561,1.1353892246071173,0.6236029247788062,0.6992184838781886,0.0,0.0,0.0,0.01776843289835391,0.07542223132821609,0.9345763109681066,0.06542368694071597,-0.1945399320759628,0.0,0.0
17,0.21761917766820582,0.9658101732580793,1.248198416768288,0.6170365408337363,0.6947804844816008,0.0,0.0,0.0,0.036395149255590994,0.0788654902441649,0.9326930135752226,0.06730698669086635,-0.21921273727654889,0.0,0.0
18,0.20413499035983507,0.9700064494864359,1.3534328596932548,0.6134002758039128,0.6897974676152566,0.0,0.0,0.0,0.034115484219430336,0.1006785868001556,0.9316236435457939,0.0683763605200791,-0.23688981915938404,0.0,0.0
19,0.19384904236682338,0.9729378173912796,1.43837237114809,0.6109364298645895,0.6875687354621456,0.0,0.0,0.0,0.029416333016939723,0.08448901119767897,0.9305352308123687,0.0694647737679636,-0.2517874822363612,0.0,0.0
20,0.18669369446181264,0.9748527217494126,1.5133190349656709,0.6072997170547596,0.6852524112156809,0.0,0.0,0.0,0.0395047070184963,0.07696923069430937,0.9299591017627298,0.07004089844404764,-0.26329027320344606,0.0,0.0
