epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.5427236839588442,0.690499392897192,0.5150061638987794,0.7172455984321413,0.7508686215924243,0.0,0.0,0.0,0.09434339035576982,0.006897153457604006,0.9820121037738585,0.017987895158285507,-0.005632238458188892,0.0,0.0
2,0.5186225353436149,0.7243703369245011,0.5097910269182555,0.7251726010891812,0.7539440773146211,0.0,0.0,0.0,0.06695004608926576,0.027620891618920715,0.990934391739317,0.009065607907113202,-0.02279993345651606,0.0,0.0
3,0.5081251221926101,0.7363951875345758,0.5092254274961899,0.7263653552540021,0.7537494282182795,0.0,0.0,0.0,0.08514126200354455,0.02706040534769152,0.9959890039272992,0.004010995949243955,-0.04325746725658417,0.0,0.0
4,0.4955880044346646,0.7468535879088344,0.5111028588547999,0.7242177580082658,0.7522117003571811,0.0,0.0,0.0,0.10200899643834423,0.01209258426757868,1.0068003633196514,-0.006800364897034052,-0.0704696009477265,0.0,0.0
5,0.4797180715002544,0.758514819825088,0.5156474569622351,0.7187796008630892,0.7488832008097402,0.0,0.0,0.0,0.10940566428722455,0.023263121003162506,1.0225840330268088,-0.022584033368816172,-0.10457840047031136,0.0,0.0
6,0.45490384302608705,0.7737715476389573,0.5269569894488977,0.7085155240081981,0.7436568725729691,0.0,0.0,0.0,0.12187810076578898,0.03042810799658649,1.052575264782141,-0.052575263445564555,-0.15581905562318835,0.0,0.0
7,0.42013504792371564,0.7932199370438374,0.5440553402414128,0.694517597362632,0.7351215096983912,0.0,0.0,0.0,0.12940070002171078,0.04183128793735031,1.10057565933748,-0.10057566039415579,-0.23106566596560818,0.0,0.0
8,0.4086307918778355,0.8185629135195605,0.5728502042439519,0.6796669300982553,0.7187904505153335,0.0,0.0,0.0,0.11034700358168958,0.05092999585801056,1.0730911602887478,-0.07309116246159694,-0.22629261906174977,0.0,0.0
9,0.39945392519081196,0.8452143753389825,0.6247716205460685,0.6655539833501996,0.7278416334952165,0.0,0.0,0.0,0.13099674820122617,0.06494362789258344,1.026666513925846,-0.026666514312414263,-0.18336429978355348,0.0,0.0
10,0.343774188367814,0.8829017670136584,0.6410300464046245,0.6611825800513534,0.7144303107572824,0.0,0.0,0.0,0.12365752921338216,0.07017940624669942,1.0532590936536488,-0.05325909618028107,-0.23556747843863546,0.0,0.0
11,0.3281137790395806,0.9065282143405882,0.6866670786118021,0.6538634067336389,0.7085324431381327,0.0,0.0,0.0,0.11768925979300238,0.053653628634885035,0.9940969028278248,0.005889657387277381,-0.18348726329476955,-0.001482078826509983,1.3434919235804482e-05
12,0.31613746957148914,0.9222199620165845,0.7209193925468289,0.6486552077743318,0.702128487868495,0.0,0.0,0.0,0.12628936703224966,0.053616457865909815,0.9447241801792395,0.05527110900039353,-0.13626045218763932,-0.00632360659923806,4.684747208966663e-06
