student_num,global_idx,step,skill_id,true_answer,prediction,correct,gain,mastery,total_steps,unique_skills
1,6,1,24,1,0.794446,1,0.000000,0.693147,10,3
1,6,2,24,1,0.835850,1,0.000000,0.693147,10,3
1,6,3,24,0,0.582466,0,0.000000,0.693147,10,3
1,6,4,27,0,0.582148,0,0.000000,0.693147,10,3
1,6,5,27,1,0.619904,1,0.000000,0.693147,10,3
1,6,6,27,1,0.678170,1,0.000000,0.693147,10,3
1,6,7,27,1,0.676195,1,0.000000,0.693147,10,3
1,6,8,27,1,0.728923,1,0.000000,0.693147,10,3
1,6,9,41,1,0.724135,1,0.000000,0.693147,10,3
1,6,10,41,1,0.729220,1,0.000000,0.693147,10,3
2,311,1,89,0,0.639015,0,0.000000,0.693147,13,3
2,311,2,90,1,0.644945,1,0.000000,0.693147,13,3
2,311,3,90,1,0.726561,1,0.000000,0.693147,13,3
2,311,4,90,1,0.727513,1,0.000000,0.693147,13,3
2,311,5,90,0,0.746406,0,0.000000,0.693147,13,3
2,311,6,89,0,0.655493,0,0.000000,0.693147,13,3
2,311,7,89,1,0.607664,1,0.000000,0.693147,13,3
2,311,8,89,1,0.704425,1,0.000000,0.693147,13,3
2,311,9,89,1,0.722966,1,0.000000,0.693147,13,3
2,311,10,89,0,0.768388,0,0.000000,0.693147,13,3
2,311,11,95,1,0.676954,1,0.000000,0.693147,13,3
2,311,12,95,1,0.794592,1,0.000000,0.693147,13,3
2,311,13,95,1,0.807176,1,0.000000,0.693147,13,3
3,415,1,20,1,0.781388,1,0.000000,0.693147,16,5
3,415,2,20,1,0.847093,1,0.000000,0.693147,16,5
3,415,3,20,1,0.801165,1,0.000000,0.693147,16,5
3,415,4,22,1,0.848656,1,0.000000,0.693147,16,5
3,415,5,22,1,0.876136,1,0.000000,0.693147,16,5
3,415,6,22,1,0.897489,1,0.000000,0.693147,16,5
3,415,7,67,1,0.925702,1,0.000000,0.693147,16,5
3,415,8,67,1,0.929204,1,0.000000,0.693147,16,5
3,415,9,67,1,0.913480,1,0.000000,0.693147,16,5
3,415,10,57,1,0.913774,1,0.000000,0.693147,16,5
3,415,11,57,1,0.885299,1,0.000000,0.693147,16,5
3,415,12,57,1,0.872870,1,0.000000,0.693147,16,5
3,415,13,33,0,0.826125,0,0.000000,0.693147,16,5
3,415,14,33,1,0.831447,1,0.000000,0.693147,16,5
3,415,15,33,1,0.870139,1,0.000000,0.693147,16,5
3,415,16,33,1,0.846178,1,0.000000,0.693147,16,5
4,278,1,79,0,0.883404,0,0.000000,0.693147,22,6
4,278,2,7,0,0.398693,1,0.000000,0.693147,22,6
4,278,3,2,1,0.481036,0,0.000000,0.693147,22,6
4,278,4,2,1,0.529683,1,0.000000,0.693147,22,6
4,278,5,2,0,0.558667,0,0.000000,0.693147,22,6
4,278,6,2,1,0.477927,0,0.000000,0.693147,22,6
4,278,7,2,0,0.601400,0,0.000000,0.693147,22,6
4,278,8,78,1,0.683821,1,0.000000,0.693147,22,6
4,278,9,12,0,0.596443,0,0.000000,0.693147,22,6
4,278,10,12,1,0.744788,1,0.000000,0.693147,22,6
4,278,11,7,1,0.810180,1,0.000000,0.693147,22,6
