epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,0.7982359982288041,0.7652796667999542,0.7282088122605364,0.6114067139376995,0.02944415866264275,0.03887310953402227,0.1539164499266451,0.0004958200449306917,0.0,0.0
2,0.7440877244385542,0.7774345369728963,0.7370210727969349,0.5656943933639997,0.0237833134829998,0.03865166430919266,0.1533648433946745,0.0016094250604510307,1.906354698024058e-05,1.9068833768999735e-05
3,0.7309546482721117,0.7877536628257331,0.7456417624521072,0.5519976316239937,0.024701377589787757,0.03842774066274871,0.1528116409220567,0.003303569738220956,7.445122350223496e-05,7.591834811527016e-05
4,0.7212674103794406,0.7947010356456528,0.7487068965517242,0.5405457535357844,0.02649261781147548,0.038204240393837345,0.1522692548752163,0.00582897095674915,0.0001693500962574035,0.00017259773324310247
5,0.7144456640457485,0.800361086784573,0.7510536398467433,0.5323627441068833,0.02797975651919842,0.037982199105502754,0.15174890868998228,0.00939883952960372,0.00030460871972276695,0.0003099456703889051
6,0.7091803651601628,0.8044734988179336,0.751484674329502,0.5260051215262886,0.02926215013223035,0.037762031162330754,0.15124534518488686,0.014136548593108143,0.0004779138265543484,0.000487988449250614
7,0.7046302861157093,0.8082329120540109,0.7534961685823754,0.5208203420799974,0.030203642110739434,0.03754335383750696,0.15075512438490749,0.02031656735177551,0.0006914697080251894,0.0007075001868153257
8,0.7015109102830545,0.8084411395942803,0.7539750957854406,0.5171476729979196,0.031078946058239257,0.0373263698967668,0.1502777744744543,0.027885368626032556,0.0009464890995462026,0.0009666852312095995
9,0.699528516900213,0.8108679171054831,0.753927203065134,0.5153796544287267,0.03138794435986451,0.03711100560920966,0.1498098581560677,0.03748596901340144,0.0012412736724529947,0.001266499628712024
10,0.6962339895794324,0.8122201421467676,0.7546455938697318,0.5120479436571395,0.031876369193196294,0.03689692908461483,0.14934942799721257,0.04922456379447664,0.001577046137702252,0.0016095109899262232
11,0.6947993149015689,0.8129844237019641,0.7553160919540229,0.5107002165146473,0.0322705835636173,0.036683959117436486,0.14889477793143036,0.06290678658655711,0.0019502902603042978,0.001994391645504428
12,0.6929835590724036,0.8144176655018087,0.7568486590038315,0.5091417768250103,0.03253679637398039,0.036472222436747935,0.1484453936924704,0.07845599363957133,0.0023619157494977117,0.0024167312708284175
13,0.6907574219852233,0.8148642500949594,0.7570402298850575,0.5071898198610666,0.03278744699699538,0.036261698269505344,0.14800047037074182,0.09597035263265882,0.0028131890908948015,0.002880293829366565
14,0.6890856033453876,0.8167100701777604,0.7573275862068966,0.5054718119463051,0.03326919456677777,0.03605250430733569,0.14755859653944414,0.11674735354525702,0.0033035889068352324,0.003382270723315222
15,0.6876939080111079,0.8156286147593096,0.7578065134099616,0.504767545590756,0.03321204722992011,0.035844591763746,0.14711995134055147,0.14041914216109685,0.003834408668002912,0.00392678353735911
16,0.685237580400611,0.8163079978695897,0.7585727969348659,0.5026664971696206,0.03339560830167362,0.03563746278861281,0.14668370293949465,0.16733271884066717,0.0044048492863242115,0.004511994861864618
17,0.6832705560711237,0.8163254947908356,0.757088122605364,0.5011544757539633,0.033504872024059294,0.035431097836972854,0.14624839197977002,0.19825451863663537,0.005016178601155324,0.005137210312698569
18,0.6821821663275223,0.8177357251326461,0.7587164750957854,0.5002767883528217,0.03378983129348074,0.035226069002737725,0.14581557676241655,0.23286553110395158,0.005661796904834254,0.005799014906265906
19,0.6811508215437515,0.817732967864252,0.7583812260536399,0.49961524765908943,0.0339564715645143,0.035022170190923206,0.14538401110343938,0.2729323874626841,0.006349353878093617,0.006497281230986118
20,0.6791455278335613,0.8183733483375666,0.7573275862068966,0.4978090489073758,0.034246032525386126,0.03481917494938775,0.14495382953652422,0.31718411019870213,0.007074236204581601,0.0072397120097385985
21,0.67906537477365,0.8189836726298754,0.7582854406130268,0.4984771934514895,0.03413240978760379,0.03461695520140024,0.14452606936453222,0.36622182982308527,0.007845452002116612,0.008022359465914113
22,0.6777102730930086,0.8182648517817663,0.7587164750957854,0.497567430918162,0.034238159762961524,0.03441588263913864,0.14409911266359526,0.4201028951576778,0.008656397282278964,0.008841750690979616
23,0.6759228249002334,0.8180372451423579,0.7585727969348659,0.49625877235305904,0.03431690718446459,0.034215908843069145,0.1436749942154026,0.47932361023766656,0.009506587803895985,0.009704112075269222
24,0.6752186776235307,0.818897341774251,0.7597222222222222,0.4959936495598405,0.0344230806188924,0.034016746780534735,0.14325211530834783,0.5444421299866268,0.01038955682888627,0.010599400236138276
25,0.6737692085979056,0.8192993847497794,0.7596264367816092,0.49506508143309164,0.034467261391026634,0.03381878299207623,0.14283047301799298,0.6146812324013029,0.011312096206737416,0.011538480568145002
26,0.6724372427045223,0.8201898211115555,0.7597222222222222,0.4941617920709755,0.034576436770813804,0.03362206052869512,0.14241047859195666,0.6908962334905352,0.012275291793048381,0.01250835984413113
