epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.541672172787276,0.6922362560212916,0.5157848310713865,0.7176349754135525,0.7508686215924243,0.0,0.0,0.0,0.10892073678926463,0.013134877641318345,0.9823907403952885,0.017609255894584917,-0.005521122315273278,0.0,0.0
2,0.5186334372802102,0.7244319653284896,0.5098999075743617,0.7250828716901268,0.754304178142853,0.0,0.0,0.0,0.08860855136250735,0.019504493375793103,0.9908505729320005,0.00914942460236783,-0.02276801721112691,0.0,0.0
3,0.5075265711144462,0.7366800687405135,0.5093903602386007,0.726261544676196,0.7539538097694382,0.0,0.0,0.0,0.11814721005425888,0.021846004858417045,0.9970978111865291,0.0029021884046316693,-0.04434791905222037,0.0,0.0
4,0.49456907646643683,0.746799848600851,0.5108486426119901,0.7244786406005894,0.75281511255584,0.0,0.0,0.0,0.139676820809936,0.024686646330509467,1.009140083531787,-0.009140078087386462,-0.07301619754674375,0.0,0.0
5,0.47695086193825914,0.7586320721509886,0.5165551906945755,0.7183652316982472,0.7483771131592521,0.0,0.0,0.0,0.12117918852289451,0.05770003253209385,1.0284779091339122,-0.02847791046940981,-0.11075132066322374,0.0,0.0
6,0.47185592206648597,0.7747811014238694,0.5270212292671204,0.7073667352883369,0.7436568725729691,0.0,0.0,0.0,0.15633211038337463,0.05579568831220459,1.013102899953165,-0.013102900853110385,-0.1122871661337996,0.0,0.0
7,0.4640859929082307,0.7965442385622843,0.5448354385337051,0.6952678436502562,0.7389560968963201,0.0,0.0,0.0,0.12601972071461243,0.06214158893270175,0.9901996430363172,0.009800357462780572,-0.10736640642230179,0.0,0.0
8,0.4506470760224397,0.8242074221268058,0.5819519259491746,0.6794952988296326,0.7282990588716192,0.0,0.0,0.0,0.1277678658679866,0.06323366426497382,0.9608092342503026,0.03919076529996353,-0.09844728046806674,0.0,0.0
9,0.4313524438000714,0.8509358665531369,0.6368661741821133,0.6676251331203409,0.7127660609835619,0.0,0.0,0.0,0.12801999620843374,0.07429722867025693,0.9345352514359491,0.06546475046582739,-0.07845876172773444,0.0,0.0
10,0.3837937620019666,0.8858350593188977,0.6158241155196209,0.6711299520583276,0.724182230483995,0.0,0.0,0.0,0.12010120481656755,0.07000947932346058,0.9337319539242027,0.06626804165004027,-0.09588236217538845,0.0,0.0
11,0.35291435318598474,0.9083778589575378,0.6623332038217661,0.6630981895692766,0.7112380655772805,0.0,0.0,0.0,0.1177067060657794,0.08054258067240458,0.9168987569982866,0.08309566970792771,-0.09098147617720743,-0.0025090262054583362,5.554503957499776e-06
12,0.32285994414838487,0.9236907146222975,0.7363633817555953,0.6484227168481946,0.7040165841030083,0.0,0.0,0.0,0.12410882132952311,0.059914502345464866,0.9182204839132582,0.08177415810963619,-0.10237332751971578,-0.008947463400829586,5.394042074099272e-06
