epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.5334060175936352,0.6892756882231653,0.5165251665043108,0.7171896178033114,0.7505571830382778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0.5135388425154279,0.7250584847368106,0.51097715623451,0.7253252334806972,0.7535353142123038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,0.5051923350308293,0.7379494161695227,0.510134425127145,0.7264476425887574,0.7546934763355361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,0.49701715948045716,0.7496302283622933,0.5131732162201044,0.7233482987913915,0.7542165860494993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,0.48691169028134307,0.7634744694464098,0.5215342740217844,0.7145619641839935,0.7515596258844368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,0.472418756679047,0.7816812334579193,0.538583238919576,0.7012084675977546,0.7478126307798616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,0.4519086731958759,0.8050115236934603,0.5643134713172913,0.6857301053744581,0.7401531888388209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,0.4245847757010497,0.8322133046215148,0.6107482837908196,0.6703969265818768,0.7337686984788173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,0.39351437419883967,0.859135021131229,0.6603962002378522,0.6599350494361689,0.7286299623353999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.3522666260715603,0.8900316423786778,0.6940247163628087,0.6535685539441239,0.7054472549611188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,0.3218864261410957,0.9095699261079929,0.8030881773341786,0.6384369722128762,0.6960262386981868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,0.2964806993340337,0.9238414902289068,0.9229817914240288,0.6276833139302719,0.702362066784105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,0.27806095132069997,0.9332714148461562,1.0432052991606973,0.6230512723723072,0.7134278679111232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14,0.26311050066652225,0.9404785809338532,1.0685815720847158,0.6251232361759586,0.7055543119641067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,0.24847987941069197,0.9469620396207606,1.1288543777032332,0.6213798379323074,0.6981089840290416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,0.22638815548992897,0.9562234751150063,1.201773833144795,0.6161573499139816,0.6972330630955046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
