epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.6203992536648567,0.6926853204927574,0.5156130371045093,0.7180363436873816,0.7511313978724854,0.0,0.0,0.0,0.04650899560881839,0.04890785446742583,0.8529147413577352,0.14708525895179236,-0.0018369999082473046,0.0,0.0
2,0.6394600059084324,0.7249283466061025,0.5099737005574363,0.7250244149708649,0.7540316694079747,0.0,0.0,0.0,0.04200182984298066,0.028358472808911454,0.8033456412165377,0.19665436173026096,-0.013080568300114804,0.0,0.0
3,0.679432351972155,0.7376344504388948,0.5095943936279842,0.7255638768253064,0.7540803316820601,0.0,0.0,0.0,0.039265349668241814,0.028984327066260782,0.7438867996000563,0.2561131969979609,-0.02538371567416469,0.0,0.0
4,0.7190450392856499,0.7488194046893416,0.5116317460731584,0.7227358652982372,0.752562068730596,0.0,0.0,0.0,0.03637386734326989,0.017576352228657735,0.6922590469402521,0.30774095111356015,-0.041033636442073466,0.0,0.0
5,0.752661680001669,0.7622910322190721,0.518235836102038,0.7146271853862577,0.7497688541980944,0.0,0.0,0.0,0.035073197852203974,0.016788343697660506,0.6481579641339883,0.35184203727648766,-0.06155125091918771,0.0,0.0
6,0.7763621692830417,0.781121687727967,0.5319853948087109,0.7016149456867729,0.7449123592443722,0.0,0.0,0.0,0.03328648016645959,0.016350334725800955,0.6091488517123288,0.39085115281258004,-0.0883788764925476,0.0,0.0
7,0.813947019181721,0.8077855093211943,0.5585419669443247,0.6858307997186877,0.7358319789000379,0.0,0.0,0.0,0.032745167975490465,0.0033287807324818117,0.5521032139871328,0.4478967849931607,-0.0840088149160952,0.0,0.0
8,0.8466216887834777,0.8385595271958663,0.5998212245045876,0.6685535387081012,0.7218951036019815,0.0,0.0,0.0,0.03194628606152604,0.0014381206386070442,0.49392906424489,0.5060709360742942,-0.07733010991855022,0.0,0.0
9,0.8066380314258714,0.8672366245859554,0.6437847334511426,0.6560287838997975,0.7250678838723491,0.0,0.0,0.0,0.031153451947499612,0.0082008700058362,0.4764080781506917,0.5235919229021831,-0.08845218326704092,0.0,0.0
10,0.7759594077273354,0.9005424438016938,0.7282052392862282,0.6507612912814804,0.7210775773973469,0.0,0.0,0.0,0.03140453904980424,0.035686334907171914,0.4350177644092151,0.5649822365857865,-0.0710072410218223,0.0,0.0
11,0.7385007223317043,0.9202789791468444,0.782810205099534,0.6438546972401002,0.7127173987094765,0.0,0.0,0.0,0.031148308009511325,0.05459374938446582,0.4112503475165623,0.5887496555414395,-0.07825134064245676,-0.0010142620488821131,0.0
12,0.7103222923575288,0.9333946074792256,0.8270471169024097,0.6402645555213735,0.6995007250678839,0.0,0.0,0.0,0.031656276674261345,0.05761419495156969,0.39227946163563654,0.6077205364893843,-0.08388445515976915,-0.0027318203868398148,0.0
