student_idx,global_idx,step,skill_id,actual_response,encoder1_pred,encoder2_pred,encoder1_binary,encoder2_binary,encoder1_match,encoder2_match,mastery,expected_gain,theta_global,threshold_temp,encoder2_pred_expected,total_steps,unique_skills,accuracy
1,1,1,14,1,0.999987,0.436257,1,0,1,0,0.465281,0.585791,0.721647,1.00,0.436257,11,3,0.8182
1,1,2,14,1,0.999998,0.494328,1,0,1,0,0.698956,0.584663,0.721647,1.00,0.494328,11,3,0.8182
1,1,3,14,0,0.999997,0.512948,1,1,0,0,0.773452,0.586868,0.721647,1.00,0.512948,11,3,0.8182
1,1,4,92,0,0.999994,0.470288,1,0,0,1,0.602660,0.584264,0.721647,1.00,0.470288,11,3,0.8182
1,1,5,92,1,0.998583,0.479060,1,0,1,0,0.637837,0.584154,0.721647,1.00,0.479060,11,3,0.8182
1,1,6,92,1,0.999851,0.500773,1,1,1,1,0.724739,0.585832,0.721647,1.00,0.500773,11,3,0.8182
1,1,7,92,1,0.999982,0.505319,1,1,1,1,0.742925,0.585591,0.721647,1.00,0.505319,11,3,0.8182
1,1,8,92,1,0.999993,0.506130,1,1,1,1,0.746170,0.583535,0.721647,1.00,0.506130,11,3,0.8182
1,1,9,1,1,0.999873,0.520191,1,1,1,1,0.802455,0.586529,0.721647,1.00,0.520191,11,3,0.8182
1,1,10,1,1,0.999851,0.520275,1,1,1,1,0.802791,0.585038,0.721647,1.00,0.520275,11,3,0.8182
1,1,11,1,1,0.999903,0.520286,1,1,1,1,0.802836,0.583165,0.721647,1.00,0.520286,11,3,0.8182
2,2,1,10,1,0.156289,0.375091,0,0,0,0,0.211210,0.586360,0.721647,1.00,0.375091,68,6,0.4265
2,2,2,0,0,0.973284,0.477511,1,0,0,1,0.631631,0.586735,0.721647,1.00,0.477511,68,6,0.4265
2,2,3,7,1,0.588052,0.467799,1,0,1,0,0.592663,0.586226,0.721647,1.00,0.467799,68,6,0.4265
2,2,4,7,0,0.999915,0.507607,1,1,0,0,0.752076,0.586251,0.721647,1.00,0.507607,68,6,0.4265
2,2,5,7,0,0.067670,0.509231,0,1,1,0,0.758575,0.582399,0.721647,1.00,0.509231,68,6,0.4265
2,2,6,0,1,0.017380,0.510441,0,1,0,1,0.763417,0.584474,0.721647,1.00,0.510441,68,6,0.4265
2,2,7,10,1,0.951575,0.524033,1,1,1,1,0.817852,0.583423,0.721647,1.00,0.524033,68,6,0.4265
2,2,8,10,1,0.999934,0.524122,1,1,1,1,0.818209,0.583357,0.721647,1.00,0.524122,68,6,0.4265
2,2,9,10,1,0.986665,0.524129,1,1,1,1,0.818239,0.584745,0.721647,1.00,0.524129,68,6,0.4265
2,2,10,0,0,0.999297,0.522335,1,1,0,0,0.811048,0.583182,0.721647,1.00,0.522335,68,6,0.4265
2,2,11,0,0,0.107026,0.522363,0,1,1,0,0.811159,0.583457,0.721647,1.00,0.522363,68,6,0.4265
2,2,12,7,1,0.102970,0.525421,0,1,0,1,0.823421,0.583952,0.721647,1.00,0.525421,68,6,0.4265
2,2,13,7,1,0.993823,0.525512,1,1,1,1,0.823784,0.580945,0.721647,1.00,0.525512,68,6,0.4265
2,2,14,7,1,0.999821,0.525534,1,1,1,1,0.823872,0.583005,0.721647,1.00,0.525534,68,6,0.4265
2,2,15,7,1,0.998395,0.525539,1,1,1,1,0.823893,0.583354,0.721647,1.00,0.525539,68,6,0.4265
2,2,16,0,1,0.999260,0.522518,1,1,1,1,0.811781,0.583148,0.721647,1.00,0.522518,68,6,0.4265
2,2,17,0,1,0.999598,0.522520,1,1,1,1,0.811787,0.583115,0.721647,1.00,0.522520,68,6,0.4265
2,2,18,0,0,0.999434,0.522520,1,1,0,0,0.811788,0.584605,0.721647,1.00,0.522520,68,6,0.4265
2,2,19,45,0,0.698509,0.524173,1,1,0,0,0.818416,0.584643,0.721647,1.00,0.524173,68,6,0.4265
2,2,20,45,0,0.344987,0.524173,0,1,1,0,0.818416,0.585145,0.721647,1.00,0.524173,68,6,0.4265
2,2,21,45,0,0.971169,0.524173,1,1,0,0,0.818416,0.583056,0.721647,1.00,0.524173,68,6,0.4265
2,2,22,45,0,0.358233,0.524173,0,1,1,0,0.818416,0.584484,0.721647,1.00,0.524173,68,6,0.4265
2,2,23,34,1,0.000801,0.486921,0,0,0,0,0.669321,0.585099,0.721647,1.00,0.486921,68,6,0.4265
2,2,24,34,1,0.620543,0.486921,1,0,1,0,0.669321,0.585216,0.721647,1.00,0.486921,68,6,0.4265
2,2,25,45,1,0.938035,0.524173,1,1,1,1,0.818416,0.585267,0.721647,1.00,0.524173,68,6,0.4265
2,2,26,45,0,0.602283,0.524173,1,1,0,0,0.818416,0.585280,0.721647,1.00,0.524173,68,6,0.4265
2,2,27,45,0,0.039656,0.524173,0,1,1,0,0.818416,0.584324,0.721647,1.00,0.524173,68,6,0.4265
2,2,28,45,0,0.042520,0.524173,0,1,1,0,0.818416,0.585763,0.721647,1.00,0.524173,68,6,0.4265
2,2,29,45,1,0.316529,0.524173,0,1,0,1,0.818416,0.586638,0.721647,1.00,0.524173,68,6,0.4265
2,2,30,45,0,0.849163,0.524173,1,1,0,0,0.818416,0.586693,0.721647,1.00,0.524173,68,6,0.4265
2,2,31,45,0,0.163786,0.524173,0,1,1,0,0.818416,0.584745,0.721647,1.00,0.524173,68,6,0.4265
2,2,32,13,0,0.067904,0.521691,0,1,1,0,0.808465,0.583524,0.721647,1.00,0.521691,68,6,0.4265
2,2,33,13,0,0.051550,0.521691,0,1,1,0,0.808465,0.584802,0.721647,1.00,0.521691,68,6,0.4265
2,2,34,13,1,0.066501,0.521691,0,1,0,1,0.808465,0.581009,0.721647,1.00,0.521691,68,6,0.4265
2,2,35,13,0,0.993618,0.521691,1,1,0,0,0.808465,0.583809,0.721647,1.00,0.521691,68,6,0.4265
2,2,36,13,0,0.029285,0.521691,0,1,1,0,0.808465,0.584371,0.721647,1.00,0.521691,68,6,0.4265
2,2,37,13,1,0.031122,0.521691,0,1,0,1,0.808465,0.580670,0.721647,1.00,0.521691,68,6,0.4265
2,2,38,13,1,0.371073,0.521691,0,1,0,1,0.808465,0.586797,0.721647,1.00,0.521691,68,6,0.4265
