student_num,global_idx,step,skill_id,true_answer,prediction,correct,gain,mastery,total_steps,unique_skills
1,6,1,24,1,0.820543,1,3.220072,0.423871,10,3
1,6,2,24,1,0.888009,1,2.320651,0.763516,10,3
1,6,3,24,0,0.592746,0,3.012733,0.843023,10,3
1,6,4,27,0,0.710782,0,1.936735,0.174897,10,3
1,6,5,27,1,0.684534,1,1.375773,0.396205,10,3
1,6,6,27,1,0.745780,1,1.525633,0.647989,10,3
1,6,7,27,1,0.751291,1,1.684427,0.780359,10,3
1,6,8,27,1,0.715370,1,1.667536,0.817175,10,3
1,6,9,41,1,0.794088,1,1.011514,0.083502,10,3
1,6,10,41,1,0.799641,1,1.189197,0.200080,10,3
2,311,1,89,0,0.648966,0,0.894390,0.070531,13,3
2,311,2,90,1,0.701705,1,0.000000,0.033165,13,3
2,311,3,90,1,0.758499,1,0.000000,0.033165,13,3
2,311,4,90,1,0.811804,1,0.000000,0.033165,13,3
2,311,5,90,0,0.731392,0,0.000000,0.033165,13,3
2,311,6,89,0,0.636896,0,1.222184,0.174720,13,3
2,311,7,89,1,0.622277,1,1.450132,0.390449,13,3
2,311,8,89,1,0.761208,1,1.054975,0.549756,13,3
2,311,9,89,1,0.806937,1,1.000087,0.651600,13,3
2,311,10,89,0,0.781869,0,0.996923,0.705814,13,3
2,311,11,95,1,0.751872,1,1.000401,0.078063,13,3
2,311,12,95,1,0.842463,1,1.622955,0.245810,13,3
2,311,13,95,1,0.851859,1,1.525633,0.492252,13,3
3,415,1,20,1,0.834592,1,2.275285,0.234653,16,5
3,415,2,20,1,0.877707,1,2.198548,0.628387,16,5
3,415,3,20,1,0.821752,1,2.338618,0.810413,16,5
3,415,4,22,1,0.875242,1,1.574187,0.137959,16,5
3,415,5,22,1,0.884519,1,1.618956,0.386520,16,5
3,415,6,22,1,0.914236,1,2.868112,0.770189,16,5
3,415,7,67,1,0.931922,1,1.915650,0.182151,16,5
3,415,8,67,1,0.921551,1,1.724828,0.483940,16,5
3,415,9,67,1,0.887274,1,2.078991,0.759656,16,5
3,415,10,57,1,0.913283,1,1.794060,0.156769,16,5
3,415,11,57,1,0.905011,1,1.402527,0.371939,16,5
3,415,12,57,1,0.838312,1,0.910126,0.535417,16,5
3,415,13,33,0,0.874206,0,2.506515,0.280918,16,5
3,415,14,33,1,0.835230,1,2.350292,0.695223,16,5
3,415,15,33,1,0.894335,1,1.840684,0.819626,16,5
3,415,16,33,1,0.870698,1,1.632341,0.845482,16,5
4,278,1,79,0,0.855447,0,2.099880,0.201101,22,6
4,278,2,7,0,0.503838,0,2.841477,0.365426,22,6
