epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.6452265309139209,0.6808052425393509,0.7426349648171758,0.5432977570062756,0.010731603494251793,0.004631917441633291,0.011032208244132107
2,0.5925402343091427,0.6809577394638682,0.7440072409463839,0.5366049802387254,0.006751875120451568,0.00046750890495612707,0.0006674109618526429
3,0.584729712096717,0.6823901135672066,0.744143495313823,0.5362475755508286,0.005879414521177044,0.00032046751159852077,0.00045736603922464346
4,0.5802037395646386,0.6840897638125982,0.7431897147417493,0.5362099769947772,0.005345453681916462,0.0002574846730601955,0.0003716886007353242
5,0.5769059979123795,0.6858429846057618,0.7433065041995542,0.5356913866512889,0.005014077545544181,0.00022181552686291128,0.0003195264826152848
6,0.5745687227031687,0.6865997480875397,0.7431215875580298,0.5356937968468325,0.004733043218543029,0.00019745376844419553,0.000286661120258264
7,0.5722131562159382,0.6856690646837726,0.7424403157208342,0.5353421491431826,0.004491619815219947,0.00017909545822503676,0.00026105682110992925
8,0.5703603441895558,0.6848541668941897,0.7430534603743102,0.5353891144455438,0.004261772901090007,0.00016443130963690115,0.00024181461769982632
9,0.5684354446625779,0.6853090756667473,0.7428782761876028,0.5352712223224539,0.004042326177137426,0.00015313009975526708,0.00022697883750780534
10,0.567098202129092,0.6851129667429848,0.7429269384616882,0.5351766189936563,0.003891958851473396,0.0001437233828036129,0.00021423514274446475
