epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.5370581766175483,0.6937418539266361,0.5159300936728107,0.7167750838613381,0.7504793233997411,0.0,0.0,0.0,0.09249722687218866,-0.04010158039343317,0.9841598221852423,0.01584018271204212,-0.005599537564765127,0.0,0.0
2,0.5185270216798535,0.7245635408811462,0.5101932834605781,0.7240694438120598,0.7534963843930355,0.0,0.0,0.0,0.11667470470269133,-0.019178768557406935,0.9908788058529574,0.009121198334823404,-0.022763852947720313,0.0,0.0
3,0.5074726295285892,0.7366659394780748,0.5092884800872024,0.7255767594905753,0.7544598974199263,0.0,0.0,0.0,0.11470772871109207,-0.006636532317394465,0.9969989564344814,0.0030010430425291145,-0.04422168249708494,0.0,0.0
4,0.4957937886986708,0.7464184076023828,0.5109478879948052,0.7237010260383778,0.7537591606730966,0.0,0.0,0.0,0.1294098839812108,-0.024253458381250936,1.007056471716969,-0.00705647200895558,-0.07085946741409077,0.0,0.0
5,0.47965324264733905,0.7571227150289295,0.5150945387324508,0.7189659108430796,0.75194892407712,0.0,0.0,0.0,0.07335210302318701,-0.040404381125598764,1.0251123550947567,-0.025112355054515093,-0.10678920180570974,0.0,0.0
6,0.47585046708275,0.7716370817286453,0.5250897973167653,0.7095565787796682,0.7471313589426661,0.0,0.0,0.0,0.1221706707668096,-0.011012193592605031,1.009757591393577,-0.00975758898006601,-0.10799434933753267,0.0,0.0
7,0.4507015423144701,0.7914664958772019,0.5380559952891603,0.6980818981356052,0.7405132896670528,0.0,0.0,0.0,0.12275462464365991,-0.0010252744515933834,1.0292708119810172,-0.029270812366456695,-0.1499918885873744,0.0,0.0
8,0.4397013040713078,0.8170617644626954,0.561529569479884,0.6809412969721782,0.7286688921546681,0.0,0.0,0.0,0.13220381531687847,-0.0004933871738104908,1.0008606578075476,-0.000860656358912457,-0.14207591724810492,0.0,0.0
9,0.42502593222059737,0.8436818216342811,0.6060784276650877,0.6672124592634109,0.7063913030783755,0.0,0.0,0.0,0.12573876339874326,0.0073735716989570535,0.968289559573662,0.031710444558989304,-0.11446407434557888,0.0,0.0
10,0.39092388641031295,0.8805027413538801,0.6196601220539638,0.665667090166061,0.7193257355302728,0.0,0.0,0.0,0.129299964554303,0.04552837028428051,0.936480082977844,0.06350573700050756,-0.09560809409350206,0.0,1.4152108239101854e-05
11,0.35363366458700113,0.904067441171468,0.6622369313726619,0.657163918531408,0.7084448510447791,0.0,0.0,0.0,0.13988405376910737,0.06148738216889307,0.9360296344434134,0.06397036585678749,-0.10990187433779544,-0.0020607521635778426,0.0
12,0.3301171892047546,0.9194816844532543,0.7073842943931112,0.6512381082696685,0.6967172429901994,0.0,0.0,0.0,0.13604096543165567,0.07039988430506743,0.9216497477446275,0.07835024918568628,-0.10112350478054237,-0.008991372391460976,0.0
