epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.5309737210446689,0.6900452681997403,0.5164033819218071,0.7153858887554564,0.7495450077373016,0.0,0.0,0.0,0.14718227062468242,0.01278393624516431,0.998968559680057,0.0010314378160751036,-0.0007400589013205484,0.0,0.0
2,0.5126524490395976,0.724083443587527,0.5108147908230217,0.7232784800854966,0.7530292265618157,0.0,0.0,0.0,0.15151809647676787,-0.009036833917102305,1.0029850849570288,-0.0029850839136765935,-0.003456043361928282,0.0,0.0
3,0.5029352373718597,0.7365416464154164,0.5097346725512524,0.7249442101333345,0.7541387264109627,0.0,0.0,0.0,0.15460760957042344,0.00241391668856975,1.0062092428091334,-0.006209241450585717,-0.006604401199696667,0.0,0.0
4,0.4933486048112879,0.7481158340675083,0.5119165528793724,0.7222543744522916,0.752562068730596,0.0,0.0,0.0,0.14512058114460383,0.018707592826733142,1.009673973529528,-0.009673973257413952,-0.01005254984859101,0.0,0.0
5,0.4825061500998976,0.7603369024696548,0.5172333674771445,0.7159351463517227,0.7501873497552287,0.0,0.0,0.0,0.13150937349551245,0.03177584860257189,1.0137783351507412,-0.013778337664253671,-0.014159397708007705,0.0,0.0
6,0.46821266829658664,0.7754483544537605,0.5271783312972711,0.706283854711575,0.7451751355244334,0.0,0.0,0.0,0.12550189557222802,0.014925238868045044,1.0194848967579517,-0.019484894432529005,-0.019908504592995337,0.0,0.0
7,0.4494653679237465,0.7933044317138791,0.5419594347476959,0.6951588444400977,0.7412042939590653,0.0,0.0,0.0,0.11201202379637058,0.01845943001405214,1.0278018542142349,-0.027801851463528465,-0.02832181018641939,0.0,0.0
8,0.4259645918799188,0.8138926436564966,0.5621847437352551,0.6847710411418645,0.7344791676804641,0.0,0.0,0.0,0.10441543244308166,0.014164004878365388,1.0389551008542595,-0.03895510316525693,-0.039628130025120334,0.0,0.0
9,0.4003543631400469,0.8358765828973034,0.589727728950734,0.6746129984939864,0.7308586944885108,0.0,0.0,0.0,0.09634326337832583,0.0035243057054443953,1.0476214218703646,-0.04762142168429506,-0.0484807310638899,0.0,0.0
10,0.3615359040121958,0.8662042431359073,0.641323345048087,0.6629487768588633,0.7290581903473513,0.0,0.0,0.0,0.09588425939802829,0.006513318079894618,1.0617394433894791,-0.06173944244516222,-0.06287471200003669,0.0,0.0
11,0.34134587552880996,0.8799437242095063,0.6609550179267416,0.658255004960038,0.7172235252897838,0.0,0.0,0.0,0.09558294406471776,0.011322170644576118,1.069912153504157,-0.06991214812690821,-0.07122357212476774,0.0,0.0
12,0.3201800012681151,0.8934181827742682,0.7007463878514816,0.6518204781875694,0.6976807560170902,0.0,0.0,0.0,0.09757822418147913,0.020883663240132005,1.078860270745232,-0.07886027674358058,-0.08033637161205054,0.0,0.0
13,0.301086086914947,0.9047791152478925,0.749846335576505,0.6448955426534815,0.6877828494681213,0.0,0.0,0.0,0.09734627079658306,0.023455579058107176,1.0877475441202276,-0.08774755151267938,-0.08938318982630591,0.0,0.0
14,0.28542134667616437,0.9136206721074869,0.7926121743357911,0.6362620374805068,0.6874227486398894,0.0,0.0,0.0,0.10003352032155724,0.03291573139812834,1.0960398834363962,-0.09603989049014826,-0.0977988715646038,0.0,0.0
15,0.27052124122572685,0.9213447816380966,0.8419514967470753,0.6305228056697185,0.6948680765749545,0.0,0.0,0.0,0.10848083925719393,0.03226902621312902,1.1046076140277683,-0.10460760488031792,-0.10649289761689117,0.0,0.0
16,0.24817999826811757,0.9327524073338616,0.9381541475957754,0.6260471413037199,0.7123378329716105,0.0,0.0,0.0,0.11305990434263985,0.04303350368987813,1.1194018753818216,-0.11940187449410102,-0.12144875301260487,0.0,0.0
