student_id,skill_id,idkt_rate,bkt_rate
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,62,0.4637543857097626,0.03200832009315491
3675,10,0.4468923509120941,0.04832533746957779
3675,10,0.4468923509120941,0.04832533746957779
3675,10,0.4468923509120941,0.04832533746957779
3675,10,0.4468923509120941,0.04832533746957779
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
3651,1,0.4528644382953644,0.0837516188621521
1692,57,0.4903126358985901,0.06276161968708038
1692,57,0.4903126358985901,0.06276161968708038
1692,57,0.4903126358985901,0.06276161968708038
1692,57,0.4903126358985901,0.06276161968708038
1692,57,0.4903126358985901,0.06276161968708038
1692,57,0.4903126358985901,0.06276161968708038
3076,15,0.4708968997001648,0.10552768409252167
3076,15,0.4708968997001648,0.10552768409252167
3076,15,0.4708968997001648,0.10552768409252167
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
3076,14,0.4582958221435547,0.09870584309101105
1558,57,0.49028271436691284,0.06276161968708038
1558,57,0.49028271436691284,0.06276161968708038
1558,57,0.49028271436691284,0.06276161968708038
1558,57,0.49028271436691284,0.06276161968708038
