epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,main_loss_share,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.6205791034229061,0.6803364318328892,0.5185423803572752,0.7122066888865057,0.7492822314572405,0.0,0.0,0.0,0.06462951909959651,0.06792524106971261,0.8625423263808488,0.1374576743345258,0.0,0.0,0.0
2,0.6051429831302227,0.7188714554083105,0.5127724153654916,0.7204651073686063,0.7517153451615101,0.0,0.0,0.0,0.05989748303390911,0.04733820005944715,0.8549574725386622,0.1450425263130592,0.0,0.0,0.0
3,0.6114923308550385,0.7329269552060447,0.5132948762300064,0.7204575827925898,0.7511313978724854,0.0,0.0,0.0,0.05697266802259331,-0.004603887091611222,0.8315079088607428,0.16849209189682768,0.0,0.0,0.0
4,0.6125561573344809,0.7460447170330043,0.5178843098027366,0.7160106945727501,0.7503333365774849,0.0,0.0,0.0,0.058376440540933335,-0.0043175967623279,0.8154018952483403,0.1845981044995747,0.0,0.0,0.0
5,0.6118969599200036,0.76087315248247,0.5253894815639574,0.708698299777345,0.7426641621816271,0.0,0.0,0.0,0.05725909740648697,-0.010156609443887027,0.7985591332873578,0.20144086658646398,0.0,0.0,0.0
6,0.6042140923015812,0.7762707276199812,0.534967455936938,0.700846972187704,0.7447955697865672,0.0,0.0,0.0,0.05671898852542821,-0.024343832279849955,0.7885082467522482,0.2114917536949911,0.0,0.0,0.0
7,0.6005895329262926,0.7912352204355984,0.5497008087683697,0.6935787305206276,0.7248245725019221,0.0,0.0,0.0,0.05502745622230648,-0.004758191485984102,0.7722855651315287,0.22771443403287145,0.0,0.0,0.0
8,0.5992532242765081,0.8036080196018254,0.5538539953377782,0.6866128588299737,0.7412724211427848,0.0,0.0,0.0,0.05684966756188765,0.0018372842098933876,0.7557695421836731,0.24423045156756226,0.0,0.0,0.0
9,0.5670549236431023,0.8284490754624422,0.6054643173607028,0.6714513278083586,0.7306445804825351,0.0,0.0,0.0,0.0588697630974799,0.010992338670409734,0.7541478612445967,0.24585214032120065,0.0,0.0,0.0
10,0.5496289873679068,0.8420208169200633,0.6289947701960193,0.6640288338107658,0.7183914198678333,0.0,0.0,0.0,0.05823066614589014,0.0030476560350923016,0.7499671094170676,0.25003288742228746,0.0,0.0,0.0
11,0.5422132029125728,0.8473865588901579,0.624102518266561,0.6620610768874675,0.723072730634848,0.0,0.0,0.0,0.05866221715404287,0.006387801290758145,0.7493286950736379,0.2506713066350941,0.0,0.0,0.0
12,0.5276454423066865,0.8578532658431037,0.6995177828535741,0.6494911694506884,0.7284937079679608,0.0,0.0,0.0,0.05830025277620444,0.0031063292312974375,0.7445823653367554,0.2554176326878477,0.0,0.0,0.0
