student_num,global_idx,step,skill_id,true_answer,prediction,correct,gain,mastery,total_steps,unique_skills
1,6,1,24,1,0.820543,1,0.598553,0.423871,10,3
1,6,2,24,1,0.888009,1,0.601375,0.763516,10,3
1,6,3,24,0,0.592746,0,0.601859,0.843023,10,3
1,6,4,27,0,0.710782,0,0.602005,0.174897,10,3
1,6,5,27,1,0.684534,1,0.601021,0.396205,10,3
1,6,6,27,1,0.745780,1,0.601409,0.647989,10,3
1,6,7,27,1,0.751291,1,0.601975,0.780359,10,3
1,6,8,27,1,0.715370,1,0.601962,0.817175,10,3
1,6,9,41,1,0.794088,1,0.603792,0.083502,10,3
1,6,10,41,1,0.799641,1,0.604306,0.200080,10,3
2,311,1,89,0,0.648966,0,0.598310,0.070531,13,3
2,311,2,90,1,0.701705,1,0.598294,0.033165,13,3
2,311,3,90,1,0.758499,1,0.600320,0.033165,13,3
2,311,4,90,1,0.811804,1,0.602736,0.033165,13,3
2,311,5,90,0,0.731392,0,0.600998,0.033165,13,3
2,311,6,89,0,0.636896,0,0.600637,0.174720,13,3
2,311,7,89,1,0.622277,1,0.601885,0.390449,13,3
2,311,8,89,1,0.761208,1,0.601453,0.549756,13,3
2,311,9,89,1,0.806937,1,0.600885,0.651600,13,3
2,311,10,89,0,0.781869,0,0.601594,0.705814,13,3
2,311,11,95,1,0.751872,1,0.601123,0.078063,13,3
2,311,12,95,1,0.842463,1,0.601391,0.245810,13,3
2,311,13,95,1,0.851859,1,0.601451,0.492252,13,3
3,415,1,20,1,0.834592,1,0.599529,0.234653,16,5
3,415,2,20,1,0.877707,1,0.601153,0.628387,16,5
3,415,3,20,1,0.821752,1,0.601597,0.810413,16,5
3,415,4,22,1,0.875242,1,0.601638,0.137959,16,5
3,415,5,22,1,0.884519,1,0.602000,0.386520,16,5
3,415,6,22,1,0.914236,1,0.603150,0.770189,16,5
3,415,7,67,1,0.931922,1,0.600398,0.182151,16,5
3,415,8,67,1,0.921551,1,0.601939,0.483940,16,5
3,415,9,67,1,0.887274,1,0.601135,0.759656,16,5
3,415,10,57,1,0.913283,1,0.602720,0.156769,16,5
3,415,11,57,1,0.905011,1,0.601969,0.371939,16,5
3,415,12,57,1,0.838312,1,0.601802,0.535417,16,5
3,415,13,33,0,0.874206,0,0.600694,0.280918,16,5
3,415,14,33,1,0.835230,1,0.602785,0.695223,16,5
3,415,15,33,1,0.894335,1,0.600227,0.819626,16,5
3,415,16,33,1,0.870698,1,0.599997,0.845482,16,5
4,278,1,79,0,0.855447,0,0.597014,0.201101,22,6
4,278,2,7,0,0.503838,0,0.599061,0.365426,22,6
4,278,3,2,1,0.453949,0,0.601577,0.237082,22,6
4,278,4,2,1,0.562634,1,0.602762,0.610754,22,6
4,278,5,2,0,0.615737,0,0.603170,0.827000,22,6
4,278,6,2,1,0.426638,0,0.602445,0.859720,22,6
4,278,7,2,0,0.571372,0,0.601999,0.863558,22,6
4,278,8,78,1,0.696479,1,0.602608,0.033164,22,6
4,278,9,12,0,0.732461,0,0.603239,0.257026,22,6
4,278,10,12,1,0.810788,1,0.603065,0.665949,22,6
4,278,11,7,1,0.901030,1,0.601171,0.790690,22,6
4,278,12,7,1,0.901751,1,0.602640,0.856732,22,6
4,278,13,7,1,0.854729,1,0.601572,0.862671,22,6
4,278,14,63,1,0.919779,1,0.603950,0.194154,22,6
4,278,15,63,1,0.911535,1,0.601213,0.534661,22,6
4,278,16,63,1,0.917917,1,0.601546,0.772386,22,6
4,278,17,63,0,0.791063,0,0.602692,0.821477,22,6
4,278,18,79,0,0.719474,0,0.600631,0.508986,22,6
4,278,19,79,1,0.611275,1,0.600956,0.734772,22,6
4,278,20,78,1,0.913979,1,0.603316,0.033164,22,6
4,278,21,78,1,0.914671,1,0.602524,0.033164,22,6
4,278,22,78,0,0.793561,0,0.601904,0.033164,22,6
5,372,1,47,1,0.726310,1,0.595923,0.267594,28,7
5,372,2,47,1,0.800812,1,0.597880,0.716644,28,7
5,372,3,47,1,0.859255,1,0.599597,0.816266,28,7
5,372,4,37,1,0.938329,1,0.599851,0.236377,28,7
5,372,5,37,1,0.938192,1,0.599879,0.734704,28,7
5,372,6,37,1,0.894331,1,0.600231,0.842783,28,7
5,372,7,46,1,0.906802,1,0.600945,0.033093,28,7
5,372,8,46,1,0.897250,1,0.600625,0.033093,28,7
5,372,9,46,1,0.906023,1,0.601109,0.035854,28,7
5,372,10,46,1,0.879483,1,0.602240,0.035854,28,7
5,372,11,39,1,0.912618,1,0.600219,0.033140,28,7
5,372,12,39,1,0.900336,1,0.600578,0.033140,28,7
5,372,13,39,1,0.844468,1,0.599866,0.033140,28,7
5,372,14,59,1,0.892714,1,0.601702,0.033193,28,7
5,372,15,59,1,0.882352,1,0.599591,0.033193,28,7
5,372,16,59,1,0.849213,1,0.600359,0.033193,28,7
5,372,17,23,1,0.862221,1,0.602085,0.036279,28,7
5,372,18,23,1,0.863889,1,0.602543,0.036279,28,7
5,372,19,23,1,0.732646,1,0.600078,0.036279,28,7
5,372,20,49,1,0.728625,1,0.601923,0.042484,28,7
5,372,21,49,1,0.757917,1,0.600361,0.124318,28,7
5,372,22,49,1,0.696308,1,0.601274,0.153767,28,7
5,372,23,49,1,0.712154,1,0.599753,0.378290,28,7
5,372,24,49,1,0.809803,1,0.602242,0.515163,28,7
5,372,25,23,1,0.881281,1,0.600012,0.036279,28,7
5,372,26,23,1,0.847025,1,0.600956,0.036279,28,7
5,372,27,23,1,0.880668,1,0.600665,0.036279,28,7
5,372,28,23,1,0.815175,1,0.600531,0.036279,28,7
6,203,1,1,1,0.690341,1,0.596335,0.357293,37,9
6,203,2,1,1,0.863234,1,0.596889,0.800144,37,9
6,203,3,1,1,0.851857,1,0.597938,0.850358,37,9
6,203,4,1,1,0.567342,1,0.599691,0.853121,37,9
6,203,5,14,0,0.813502,0,0.599556,0.315141,37,9
6,203,6,14,1,0.589009,1,0.600092,0.716100,37,9
6,203,7,14,1,0.752740,1,0.600223,0.841484,37,9
6,203,8,14,1,0.804218,1,0.600901,0.851127,37,9
6,203,9,14,1,0.646440,1,0.600169,0.852260,37,9
6,203,10,76,1,0.906221,1,0.598300,0.163211,37,9
6,203,11,7,0,0.930383,0,0.598229,0.427757,37,9
6,203,12,7,0,0.739241,0,0.601251,0.793709,37,9
6,203,13,7,1,0.716043,1,0.599549,0.852513,37,9
6,203,14,7,1,0.880096,1,0.600608,0.862209,37,9
6,203,15,7,1,0.864180,1,0.599403,0.863314,37,9
6,203,16,7,1,0.659392,1,0.598452,0.863411,37,9
6,203,17,0,0,0.801312,0,0.601471,0.035030,37,9
6,203,18,0,1,0.540828,1,0.600225,0.035030,37,9
6,203,19,0,1,0.719435,1,0.600118,0.035030,37,9
