student_id,skill_id,Mi,M_rasch
134,57,0.7797191143035889,0.7702969908714294
134,57,0.7810109257698059,0.810467004776001
134,61,0.7765190601348877,0.6188679933547974
134,61,0.6533163785934448,0.5640209913253784
134,61,0.5953813791275024,0.7336490154266357
134,61,0.7311939597129822,0.6623479723930359
134,61,0.7228209972381592,0.7749339938163757
134,61,0.8206623792648315,0.8093389868736267
134,2,0.7412907481193542,0.6783679723739624
134,2,0.6539361476898193,0.6712489724159241
134,2,0.6828123927116394,0.6664509773254395
134,79,0.733885645866394,0.8512619733810425
134,79,0.9159166812896729,0.8743879795074463
134,79,0.9337553977966309,0.8919090032577515
134,78,0.8115395307540894,0.5888739824295044
134,78,0.6986501216888428,0.7846050262451172
134,78,0.891601026058197,0.91880202293396
134,78,0.9429405927658081,0.9205600023269653
134,62,0.9111055731773376,0.8533130288124084
134,62,0.9559037685394287,0.9026839733123779
134,62,0.9564611315727234,0.9285370111465454
134,63,0.9657295346260071,0.875918984413147
134,63,0.9709919095039368,0.9355829954147339
134,63,0.9706599116325378,0.9575179815292358
134,63,0.9391551613807678,0.8761870265007019
134,63,0.924705982208252,0.9356889724731445
134,63,0.9607434868812561,0.9575539827346802
134,33,0.8122937679290771,0.6129570007324219
134,5,0.45872756838798523,0.6181309819221497
134,5,0.44482502341270447,0.4649209976196289
134,5,0.42588210105895996,0.5938119888305664
134,5,0.5866312384605408,0.7187060117721558
134,33,0.656203031539917,0.5369830131530762
134,33,0.4727292060852051,0.4941830039024353
134,33,0.4552927613258362,0.6202600002288818
134,33,0.5892862677574158,0.5419989824295044
134,33,0.5435213446617126,0.49657198786735535
134,33,0.5321632623672485,0.6226109862327576
134,33,0.6300204396247864,0.5436549782752991
134,33,0.6401711106300354,0.6647469997406006
134,33,0.7136887907981873,0.5772770047187805
134,33,0.6633857488632202,0.6906300187110901
134,33,0.7867426872253418,0.7593209743499756
134,33,0.7628921270370483,0.6956049799919128
134,33,0.7604191303253174,0.761821985244751
134,33,0.790113091468811,0.7920119762420654
134,69,0.6358270049095154,0.3645859956741333
134,69,0.36968135833740234,0.4089910089969635
134,69,0.4166847765445709,0.6159120202064514
134,69,0.6931707859039307,0.7155320048332214
134,37,0.7444719076156616,0.7570509910583496
134,37,0.9055155515670776,0.8630930185317993
134,37,0.9159262180328369,0.9000089764595032
134,30,0.7919466495513916,0.599029004573822
134,30,0.6816976070404053,0.760670006275177
134,30,0.7556949257850647,0.787447988986969
134,28,0.6253849267959595,0.5539349913597107
134,28,0.6747298240661621,0.7110270261764526
134,28,0.7292869091033936,0.5975859761238098
134,28,0.7463910579681396,0.740418016910553
134,28,0.7842926979064941,0.6279190182685852
134,28,0.7301794290542603,0.7584350109100342
134,28,0.7802615761756897,0.6501619815826416
134,28,0.7218634486198425,0.7705780267715454
134,28,0.8141351938247681,0.8241479992866516
134,29,0.6669105291366577,0.280595988035202
134,56,0.38414520025253296,0.5948870182037354
134,56,0.7281455993652344,0.8105790019035339
134,56,0.8561916351318359,0.8721110224723816
134,56,0.860360324382782,0.8581780195236206
134,56,0.8972150087356567,0.8815230131149292
134,56,0.8983216881752014,0.8857690095901489
134,56,0.8785425424575806,0.8846889734268188
134,56,0.8969789147377014,0.8863270282745361
134,56,0.8762156367301941,0.8859080076217651
134,56,0.8946700692176819,0.8865410089492798
134,56,0.8965879678726196,0.8866519927978516
134,63,0.9460825324058533,0.9649059772491455
134,63,0.9649516344070435,0.9673029780387878
134,63,0.9666157960891724,0.9680770039558411
134,62,0.9444307684898376,0.9409779906272888
134,53,0.8934943079948425,0.8494240045547485
134,53,0.9477318525314331,0.9101899862289429
134,53,0.9502595067024231,0.9419419765472412
134,17,0.9003718495368958,0.818244993686676
134,17,0.9015995264053345,0.8536409735679626
134,17,0.904379665851593,0.8755499720573425
134,7,0.9418767690658569,0.8900910019874573
134,7,0.961647629737854,0.9207599759101868
134,7,0.9630076885223389,0.9390869736671448
134,0,0.9239663481712341,0.806003987789154
134,0,0.9245111346244812,0.8574650287628174
134,0,0.9236933588981628,0.8905109763145447
134,5,0.8537472486495972,0.7969939708709717
134,5,0.8481906652450562,0.8335570096969604
134,5,0.8305700421333313,0.7684730291366577
134,5,0.67195063829422,0.6172149777412415
134,5,0.6175413131713867,0.7357879877090454
134,5,0.7625424861907959,0.8056359887123108
134,5,0.7397220730781555,0.6911759972572327
134,5,0.7609845399856567,0.7821679711341858
134,5,0.8051457405090332,0.8271939754486084
134,5,0.7813737392425537,0.748661994934082
134,60,0.691720187664032,0.5500869750976562
134,11,0.5234562158584595,0.7169820070266724
134,11,0.6919316053390503,0.6703529953956604
134,77,0.7784961462020874,0.8909299969673157
134,77,0.942207396030426,0.915090024471283
134,77,0.9516059160232544,0.9321630001068115
134,9,0.9381688833236694,0.8815190196037292
134,9,0.9516483545303345,0.9036359786987305
134,9,0.951511025428772,0.9086639881134033
134,8,0.9470646381378174,0.8824790120124817
134,8,0.9595916271209717,0.9283049702644348
134,8,0.9607082009315491,0.9518030285835266
134,75,0.884511411190033,0.7439749836921692
134,75,0.8532704710960388,0.8092799782752991
134,75,0.8470757603645325,0.7040899991989136
134,75,0.7967300415039062,0.7825480103492737
134,75,0.8512359857559204,0.832539975643158
134,10,0.9158188104629517,0.8597819805145264
134,10,0.8519224524497986,0.6814110279083252
134,10,0.791158139705658,0.7689549922943115
134,10,0.8715289235115051,0.8404690027236938
134,29,0.6567522883415222,0.34308698773384094
134,29,0.35911116003990173,0.5251830220222473
134,29,0.6306624412536621,0.6251140236854553
134,62,0.6450256109237671,0.890923023223877
134,62,0.8047618865966797,0.761896014213562
134,62,0.758729875087738,0.6794540286064148
134,62,0.7130923867225647,0.661529004573822
134,62,0.6971817016601562,0.7656469941139221
134,62,0.8211523294448853,0.8485620021820068
134,78,0.6955814361572266,0.9205800294876099
134,78,0.8571615219116211,0.9205790162086487
134,78,0.9275187849998474,0.9205800294876099
134,78,0.9385291337966919,0.9205800294876099
134,79,0.8905149698257446,0.9045789837837219
134,79,0.923277735710144,0.9134349822998047
134,79,0.8931550979614258,0.8640699982643127
134,79,0.8837379217147827,0.8842080235481262
134,79,0.8985509276390076,0.899071991443634
134,2,0.7800611853599548,0.6631600260734558
134,2,0.608687162399292,0.6601219773292542
134,2,0.5936269760131836,0.6582459807395935
134,2,0.5908995270729065,0.6571040153503418
134,2,0.6141155958175659,0.6566100120544434
134,2,0.6363682150840759,0.6562590003013611
134,61,0.6038262844085693,0.8179439902305603
134,61,0.7586957812309265,0.8135200142860413
134,61,0.7660536766052246,0.8189399838447571
134,61,0.812517523765564,0.8161479830741882
134,61,0.8164688348770142,0.8195599913597107
134,61,0.8412245512008667,0.8203610181808472
134,57,0.7777371406555176,0.8383409976959229
134,57,0.7171053886413574,0.7581019997596741
134,57,0.6021791100502014,0.8014209866523743
134,57,0.6884905099868774,0.832306981086731
134,57,0.705209493637085,0.7458540201187134
134,57,0.6058661341667175,0.634223997592926
134,57,0.5397140383720398,0.5681430101394653
134,57,0.5170526504516602,0.5451229810714722
134,12,0.6660932898521423,0.7400149703025818
134,12,0.7900475263595581,0.7895140051841736
134,12,0.8308711647987366,0.820376992225647
134,5,0.6735233664512634,0.5867239832878113
134,5,0.401582807302475,0.4470979869365692
134,5,0.35378220677375793,0.3923720121383667
134,5,0.3481035530567169,0.37778300046920776
134,5,0.3884880542755127,0.4610919952392578
134,5,0.3954255282878876,0.39657801389694214
134,5,0.40930405259132385,0.49465200304985046
134,5,0.4379880428314209,0.4076150059700012
134,5,0.45198965072631836,0.5129160284996033
134,5,0.4805920720100403,0.41425999999046326
134,5,0.4013761281967163,0.38329100608825684
134,65,0.44005581736564636,0.6536399722099304
134,65,0.7300618290901184,0.7684900164604187
134,65,0.8196349740028381,0.8083630204200745
134,5,0.5830788016319275,0.3756130039691925
134,5,0.3936113715171814,0.3738270103931427
134,5,0.35311856865882874,0.37341800332069397
134,33,0.61235511302948,0.804099977016449
134,11,0.5703202486038208,0.6200360059738159
134,11,0.75031578540802,0.6827849745750427
134,11,0.782319962978363,0.7278779745101929
134,5,0.6066141724586487,0.373324990272522
134,5,0.380571186542511,0.37330299615859985
134,5,0.3516569435596466,0.3732990026473999
134,5,0.34504252672195435,0.3732970058917999
134,5,0.34158697724342346,0.3732970058917999
134,5,0.339351624250412,0.3732970058917999
134,33,0.41314440965652466,0.7914850115776062
134,18,0.36963334679603577,0.41747599840164185
134,18,0.33763980865478516,0.4121690094470978
134,18,0.3871615529060364,0.674776017665863
134,18,0.6700371503829956,0.7160840034484863
134,57,0.6368203163146973,0.538673996925354
134,57,0.6882935166358948,0.538673996925354
134,5,0.7765080332756042,0.6181309819221497
134,5,0.6266692876815796,0.4649209976196289
134,5,0.3269937336444855,0.3977679908275604
134,5,0.39146631956100464,0.4966689944267273
134,5,0.4240976870059967,0.4083249866962433
134,5,0.3229740858078003,0.381756991147995
134,5,0.3047148883342743,0.37525299191474915
134,5,0.3505985140800476,0.4563159942626953
134,5,0.3716896176338196,0.3951190114021301
134,5,0.3912428319454193,0.49215999245643616
134,33,0.4596986770629883,0.6129570007324219
134,33,0.5417595505714417,0.7149909734725952
134,33,0.7620948553085327,0.7712399959564209
134,60,0.7306511998176575,0.5500869750976562
134,60,0.7410162687301636,0.7246339917182922
134,60,0.7693904042243958,0.7799320220947266
134,5,0.690871000289917,0.40674498677253723
134,5,0.49854612350463867,0.3813540041446686
134,5,0.3253763020038605,0.37515801191329956
134,5,0.3146568536758423,0.37372300028800964
134,5,0.3559665381908417,0.4533979892730713
134,5,0.364339679479599,0.39423900842666626
134,5,0.32981619238853455,0.3782379925251007
134,5,0.3632144033908844,0.46194198727607727
134,5,0.4849211275577545,0.5901010036468506
134,65,0.5949208736419678,0.6536399722099304
134,65,0.7874200940132141,0.7684900164604187
134,65,0.8217587471008301,0.8083630204200745
134,69,0.657818078994751,0.3645859956741333
134,69,0.5006090402603149,0.5797970294952393
134,69,0.6314716935157776,0.703266978263855
134,92,0.5642844438552856,0.49503299593925476
134,92,0.7934576272964478,0.7765790224075317
134,92,0.8216846585273743,0.8279039859771729
134,47,0.7267332673072815,0.6603249907493591
134,47,0.7869061231613159,0.7496079802513123
134,47,0.7978779673576355,0.7948009967803955
134,0,0.8656983971595764,0.806003987789154
134,0,0.9063458442687988,0.8574650287628174
134,0,0.9081326127052307,0.8905109763145447
134,93,0.7550597786903381,0.5300989747047424
134,93,0.7413532137870789,0.7276350259780884
134,93,0.7844221591949463,0.7911199927330017
134,42,0.7745978832244873,0.7407910227775574
134,42,0.8920090198516846,0.8531559705734253
134,42,0.9073030948638916,0.9202219843864441
134,73,0.87742680311203,0.7887349724769592
134,73,0.9021141529083252,0.8564479947090149
134,73,0.9035763740539551,0.0
866,40,0.7169989943504333,0.6683760285377502
866,40,0.7235264778137207,0.0
439,21,0.3666442334651947,0.5224720239639282
439,21,0.4791650176048279,0.7154719829559326
439,21,0.695581316947937,0.8129550218582153
439,20,0.735551655292511,0.6073390245437622
439,20,0.7280765771865845,0.7447119951248169
439,20,0.7461833357810974,0.6193069815635681
439,20,0.6009140610694885,0.5232229828834534
439,20,0.6055734157562256,0.6815590262413025
439,20,0.6772305369377136,0.5614609718322754
439,20,0.6595832705497742,0.7126129865646362
439,20,0.7907499670982361,0.8027430176734924
439,5,0.8037701845169067,0.6181309819221497
439,5,0.80769944190979,0.7364310026168823
439,5,0.8277401328086853,0.8059530258178711
439,51,0.7152940630912781,0.4065319895744324
439,51,0.6037208437919617,0.6438069939613342
439,51,0.69432532787323,0.7331920266151428
439,51,0.7054196000099182,0.70203697681427
439,51,0.6580671072006226,0.6415010094642639
439,51,0.7046433687210083,0.7326409816741943
439,51,0.7291409969329834,0.7008439898490906
439,51,0.7162199020385742,0.7456550002098083
439,51,0.7361723780632019,0.7304069995880127
439,51,0.6842478513717651,0.6960570216178894
439,51,0.7112072706222534,0.744687020778656
439,51,0.7750064134597778,0.7539380192756653
439,24,0.8194496631622314,0.7278950214385986
439,24,0.8627899289131165,0.8262860178947449
439,24,0.8736681938171387,0.8690760135650635
439,25,0.6201143264770508,0.20527499914169312
439,25,0.3229197859764099,0.35823801159858704
439,25,0.446306973695755,0.6560059785842896
439,25,0.7336834669113159,0.7259439826011658
439,25,0.7374632358551025,0.7163379788398743
439,25,0.7519883513450623,0.7330300211906433
439,25,0.759377658367157,0.7347850203514099
439,24,0.7983904480934143,0.8846610188484192
439,24,0.8566040396690369,0.8899629712104797
439,24,0.864033043384552,0.0
66,41,0.7441897988319397,0.7055910229682922
66,41,0.7470778226852417,0.7587270140647888
66,41,0.7480307221412659,0.7810890078544617
66,41,0.748460054397583,0.7895900011062622
66,41,0.7742915153503418,0.7819110155105591
66,41,0.7786324620246887,0.7898939847946167
66,41,0.7818422913551331,0.0
303,1,0.7512331604957581,0.6303859949111938
303,14,0.6344927549362183,0.6919959783554077
303,75,0.5194026827812195,0.7439749836921692
303,75,0.6997223496437073,0.8092799782752991
303,75,0.7355359196662903,0.7040899991989136
303,75,0.6860984563827515,0.7825480103492737
303,75,0.7715814709663391,0.6697819828987122
303,75,0.6717269420623779,0.7570080161094666
303,75,0.7984392046928406,0.8174039721488953
303,84,0.7563121318817139,0.6882249712944031
303,84,0.6900510191917419,0.7832030057907104
303,84,0.8346495032310486,0.8256840109825134
303,14,0.7600696086883545,0.6246560215950012
303,14,0.8221940994262695,0.710985004901886
303,14,0.8470227718353271,0.7796890139579773
303,93,0.7694376707077026,0.5300989747047424
303,93,0.7407519221305847,0.7276350259780884
303,93,0.7845537066459656,0.7911199927330017
303,11,0.7778612375259399,0.7491289973258972
303,11,0.7801443338394165,0.7673370242118835
303,1,0.733627438545227,0.7255100011825562
303,1,0.8726862668991089,0.8520029783248901
303,1,0.9053527116775513,0.0
378,47,0.4925175905227661,0.6012179851531982
378,42,0.49238213896751404,0.7407910227775574
378,42,0.6686967611312866,0.7669550180435181
378,42,0.6790000200271606,0.769370973110199
378,42,0.6810731291770935,0.7696220278739929
378,42,0.7462667226791382,0.8722320199012756
378,42,0.8822755217552185,0.9298909902572632
378,47,0.728583812713623,0.5661090016365051
378,47,0.5026596188545227,0.0
329,36,0.9340555667877197,0.8845959901809692
329,36,0.9344832897186279,0.921999990940094
329,24,0.8827341198921204,0.7278950214385986
329,24,0.7163342833518982,0.5312250256538391
329,24,0.33830875158309937,0.4323500096797943
329,24,0.3255522847175598,0.40852200984954834
329,24,0.32535189390182495,0.40397098660469055
329,24,0.37592020630836487,0.5381479859352112
329,24,0.40688514709472656,0.4343999922275543
329,24,0.3118472695350647,0.4089309871196747
329,24,0.35654109716415405,0.5460019707679749
329,24,0.5166454315185547,0.0
517,11,0.7682331800460815,0.7491289973258972
517,11,0.7698838114738464,0.7673370242118835
517,11,0.7705456018447876,0.7769740223884583
517,11,0.7535254955291748,0.766040027141571
517,11,0.756424069404602,0.7763019800186157
517,11,0.7801144123077393,0.0
947,67,0.7851961255073547,0.7799239754676819
947,73,0.7368016839027405,0.7887349724769592
947,73,0.8239573240280151,0.8564479947090149
947,73,0.8910536170005798,0.8880469799041748
947,42,0.8282545208930969,0.7407910227775574
947,42,0.9046042561531067,0.8531559705734253
947,42,0.8683508634567261,0.7834200263023376
947,42,0.8854677677154541,0.8808640241622925
947,42,0.9005464315414429,0.9341300129890442
947,47,0.8242955207824707,0.6603249907493591
947,47,0.6186445951461792,0.6012179851531982
947,47,0.4900219440460205,0.5661090016365051
947,47,0.5274714827537537,0.686460018157959
947,47,0.6840376257896423,0.0
636,14,0.8215368986129761,0.766048014163971
636,14,0.8238734006881714,0.815421998500824
636,1,0.8273448348045349,0.6303859949111938
636,1,0.7462127804756165,0.7255100011825562
636,1,0.8691673874855042,0.8520029783248901
636,1,0.8882215023040771,0.8570169806480408
636,84,0.8104358315467834,0.6882249712944031
636,84,0.6359024047851562,0.5768740177154541
636,84,0.5741053223609924,0.7155860066413879
636,84,0.6775341033935547,0.6012790203094482
636,84,0.6162598729133606,0.7325490117073059
636,84,0.7980910539627075,0.8043980002403259
636,84,0.7974278926849365,0.727545976638794
636,84,0.7974801659584045,0.8021360039710999
636,84,0.8182999491691589,0.8329489827156067
636,93,0.7699305415153503,0.5300989747047424
636,93,0.6575441956520081,0.7276350259780884
636,93,0.7527022957801819,0.6747720241546631
636,93,0.808305025100708,0.7777739763259888
636,93,0.801604151725769,0.7465270161628723
636,93,0.7572727799415588,0.6984760165214539
636,93,0.7048557996749878,0.6440160274505615
636,93,0.7474864721298218,0.7689999938011169
636,93,0.8104972839355469,0.0
878,40,0.5005514621734619,0.5806300044059753
878,40,0.6049625277519226,0.6968669891357422
878,40,0.7696740031242371,0.0
73,61,0.8025479316711426,0.758296012878418
73,61,0.8090938329696655,0.8048980236053467
73,2,0.7849239110946655,0.6783679723739624
73,2,0.6625362038612366,0.6700490117073059
73,2,0.6543250679969788,0.6656330227851868
73,2,0.6670547127723694,0.6625940203666687
73,2,0.6235312819480896,0.6597700119018555
73,2,0.642916738986969,0.6584979891777039
73,2,0.6589843034744263,0.6575989723205566
73,2,0.628930926322937,0.6567130088806152
73,2,0.6444087028503418,0.6563320159912109
73,2,0.6562824249267578,0.6560609936714172
73,33,0.6337217688560486,0.6129570007324219
73,33,0.6866239309310913,0.7149909734725952
73,33,0.7030290365219116,0.6303629875183105
73,60,0.6214648485183716,0.5500869750976562
73,73,0.4989382028579712,0.7887349724769592
73,73,0.77029949426651,0.8564479947090149
