student_id,skill_id,idkt_rate,bkt_rate
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,62,0.03197021782398224,0.03200832009315491
590,10,0.04811038821935654,0.04832533746957779
590,10,0.04811038821935654,0.04832533746957779
590,10,0.04811038821935654,0.04832533746957779
590,10,0.04811038821935654,0.04832533746957779
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
587,1,0.08380505442619324,0.0837516188621521
491,15,0.10552941262722015,0.10552768409252167
491,15,0.10552941262722015,0.10552768409252167
491,15,0.10552941262722015,0.10552768409252167
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
491,14,0.09869354963302612,0.09870584309101105
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,57,0.06282148510217667,0.06276161968708038
260,48,0.024884670972824097,0.02487826719880104
205,52,0.19645221531391144,0.19645729660987854
205,51,0.10359852761030197,0.10359738022089005
205,52,0.19645221531391144,0.19645729660987854
205,51,0.10359852761030197,0.10359738022089005
205,52,0.19645221531391144,0.19645729660987854
205,51,0.10359852761030197,0.10359738022089005
205,52,0.19645221531391144,0.19645729660987854
205,45,0.07204870134592056,0.07204808294773102
205,57,0.06281957775354385,0.06276161968708038
205,57,0.06281957775354385,0.06276161968708038
205,57,0.06281957775354385,0.06276161968708038
205,57,0.06281957775354385,0.06276161968708038
205,57,0.06281957775354385,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,57,0.0628216415643692,0.06276161968708038
252,37,0.12349793314933777,0.12350956350564957
252,37,0.12349793314933777,0.12350956350564957
252,37,0.12349793314933777,0.12350956350564957
252,37,0.12349793314933777,0.12350956350564957
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,42,0.007586885243654251,0.007580730132758617
252,37,0.12349793314933777,0.12350956350564957
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,38,0.12108170241117477,0.12107806652784348
252,7,0.4499645531177521,0.44996902346611023
252,34,0.09209536761045456,0.09211066365242004
252,34,0.09209536761045456,0.09211066365242004
252,34,0.09209536761045456,0.09211066365242004
252,34,0.09209536761045456,0.09211066365242004
252,62,0.03197008743882179,0.03200832009315491
252,62,0.03197008743882179,0.03200832009315491
252,62,0.03197008743882179,0.03200832009315491
252,62,0.03197008743882179,0.03200832009315491
252,62,0.03197008743882179,0.03200832009315491
252,62,0.03197008743882179,0.03200832009315491
252,63,0.44453564286231995,0.44448938965797424
252,63,0.44453564286231995,0.44448938965797424
252,63,0.44453564286231995,0.44448938965797424
252,63,0.44453564286231995,0.44448938965797424
252,64,0.2058977484703064,0.20588338375091553
252,63,0.44453564286231995,0.44448938965797424
252,64,0.2058977484703064,0.20588338375091553
252,63,0.44453564286231995,0.44448938965797424
252,63,0.44453564286231995,0.44448938965797424
252,63,0.44453564286231995,0.44448938965797424
597,26,0.10453759133815765,0.10453548282384872
597,26,0.10453759133815765,0.10453548282384872
597,26,0.10453759133815765,0.10453548282384872
597,26,0.10453759133815765,0.10453548282384872
595,10,0.048110395669937134,0.04832533746957779
595,10,0.048110395669937134,0.04832533746957779
57,53,0.3114044666290283,0.31141507625579834
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,53,0.3114044666290283,0.31141507625579834
57,44,0.1041676476597786,0.10415878146886826
57,53,0.3114044666290283,0.31141507625579834
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,53,0.3114044666290283,0.31141507625579834
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,49,0.014794996939599514,0.01481318473815918
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,45,0.07205133140087128,0.07204808294773102
57,44,0.1041676476597786,0.10415878146886826
57,53,0.3114044666290283,0.31141507625579834
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,57,0.06282126158475876,0.06276161968708038
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
57,48,0.02488492988049984,0.02487826719880104
105,9,0.08147033303976059,0.08146951347589493
105,9,0.08147033303976059,0.08146951347589493
105,9,0.08147033303976059,0.08146951347589493
105,9,0.08147033303976059,0.08146951347589493
105,9,0.08147033303976059,0.08146951347589493
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,23,0.06236160546541214,0.062318354845047
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,47,0.05898794159293175,0.05893676355481148
105,20,0.07149386405944824,0.07145319133996964
105,12,0.012240572832524776,0.012229795567691326
105,14,0.09870041161775589,0.09870584309101105
105,19,0.11427517980337143,0.11425492912530899
105,19,0.11427517980337143,0.11425492912530899
105,19,0.11427517980337143,0.11425492912530899
105,19,0.11427517980337143,0.11425492912530899
105,19,0.11427517980337143,0.11425492912530899
105,70,0.12242525815963745,0.12246105819940567
105,20,0.07149386405944824,0.07145319133996964
105,20,0.07149386405944824,0.07145319133996964
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,14,0.09870041161775589,0.09870584309101105
105,14,0.09870041161775589,0.09870584309101105
105,14,0.09870041161775589,0.09870584309101105
105,14,0.09870041161775589,0.09870584309101105
105,14,0.09870041161775589,0.09870584309101105
105,14,0.09870041161775589,0.09870584309101105
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,19,0.11427517980337143,0.11425492912530899
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,12,0.012240572832524776,0.012229795567691326
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
105,15,0.10553033649921417,0.10552768409252167
105,31,0.033397890627384186,0.033455103635787964
105,46,0.024626119062304497,0.02449045144021511
