student_id,skill_id,idkt_rate,bkt_rate
520,46,0.4355085492134094,0.02449045144021511
520,15,0.43273189663887024,0.10552768409252167
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,47,0.44644448161125183,0.05893676355481148
520,20,0.4482252299785614,0.07145319133996964
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,15,0.43273189663887024,0.10552768409252167
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,47,0.44644448161125183,0.05893676355481148
520,20,0.4482252299785614,0.07145319133996964
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,47,0.44644448161125183,0.05893676355481148
520,20,0.4482252299785614,0.07145319133996964
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,15,0.43273189663887024,0.10552768409252167
520,31,0.46198248863220215,0.033455103635787964
520,46,0.4355085492134094,0.02449045144021511
520,15,0.43273189663887024,0.10552768409252167
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
520,12,0.47928953170776367,0.012229795567691326
2618,23,0.501392126083374,0.062318354845047
2618,9,0.4634895324707031,0.08146951347589493
2618,9,0.4634895324707031,0.08146951347589493
2618,23,0.501392126083374,0.062318354845047
535,26,0.4833332300186157,0.10453548282384872
535,10,0.4687378704547882,0.04832533746957779
535,10,0.4687378704547882,0.04832533746957779
535,10,0.4687378704547882,0.04832533746957779
535,10,0.4687378704547882,0.04832533746957779
535,10,0.4687378704547882,0.04832533746957779
535,22,0.4559880197048187,0.27775272727012634
535,22,0.4559880197048187,0.27775272727012634
535,22,0.4559880197048187,0.27775272727012634
535,22,0.4559880197048187,0.27775272727012634
535,22,0.4559880197048187,0.27775272727012634
535,23,0.5013573169708252,0.062318354845047
535,17,0.46351656317710876,0.16109803318977356
535,17,0.46351656317710876,0.16109803318977356
535,3,0.4505902826786041,0.12523455917835236
535,3,0.4505902826786041,0.12523455917835236
535,3,0.4505902826786041,0.12523455917835236
535,3,0.4505902826786041,0.12523455917835236
535,3,0.4505902826786041,0.12523455917835236
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,22,0.4559880197048187,0.27775272727012634
535,22,0.4559880197048187,0.27775272727012634
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,1,0.48194825649261475,0.0837516188621521
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,15,0.43277308344841003,0.10552768409252167
535,20,0.448266863822937,0.07145319133996964
535,20,0.448266863822937,0.07145319133996964
535,31,0.4620264768600464,0.033455103635787964
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,12,0.4793342351913452,0.012229795567691326
535,20,0.448266863822937,0.07145319133996964
535,15,0.43277308344841003,0.10552768409252167
535,31,0.4620264768600464,0.033455103635787964
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,76,0.480386346578598,0.22164590656757355
535,76,0.480386346578598,0.22164590656757355
535,91,0.4993070363998413,0.8897264003753662
535,82,0.4680543541908264,0.07591477781534195
535,80,0.47640976309776306,0.30809685587882996
535,100,0.4937383830547333,0.6513873338699341
535,100,0.4937383830547333,0.6513873338699341
535,75,0.46420225501060486,0.27402976155281067
535,82,0.4680543541908264,0.07591477781534195
535,61,0.4534015953540802,0.24804389476776123
535,61,0.4534015953540802,0.24804389476776123
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
535,15,0.43277308344841003,0.10552768409252167
